Date,SitNum,Landmark,Bearing,Zone,Reticle,How.Measured,Min,Best,Max,Observer,How.Seen,Cue,Class,Species,Behavior,Demo,Calves,Acoustic,Comment,X,Y,KM,Boundary,Boundary.KM,Effort.Obs,Eff.Scan,Eye.Height
2021-09-13 07:10:30,1708,Pitt - Mt NicklBunk (medium),257,8.5,0.025,Big Eyes,3,3,3,Chenoah Shine,BigEyes,Blow,MarMam,Humpback,Milling,NA,-1,Possibly,NA,-129.485616019504,53.2211585533446,7.76114334027445,shore,8.75757529548777,1,1,7.045
2021-09-13 07:13:15,1709,Farrant Shore (far),339,-0.1,20,Binocs,1,1,1,Chenoah Shine,BigEyes,Body,MarMam,Stellar's sea lion,Travel-S,NA,-1,No,NA,-129.372466250921,53.2374970834719,0.0711774999686522,shore,6.9175237585406,1,1,7.066
2021-09-13 07:16:02,1710,N/A,237,3.4,26,Big Eyes,5,5,5,Chenoah Shine,BigEyes,Body,MarMam,Dall's porpoise,Milling,NA,-1,No,NA,-129.375330637831,53.2356377952292,0.257908017434751,shore,9.18727798694567,1,1,7.0873
2021-09-13 07:19:37,1711,CMP - Fanny-Paige Pt (medium),227,6.1,1.8,Big Eyes,1,1,1,Chenoah Shine,BigEyes,Blow,MarMam,Humpback,Travel-S,NA,-1,Can't check now,NA,-129.397166533706,53.2228979760068,2.2844666881068,horizon,9.51928662950789,1,1,7.11893333333333
2021-09-13 08:05:29,1712,S Squally (medium),170,5,7,Big Eyes,1,1,1,April Howeling,BigEyes,Body,MarMam,Dall's porpoise,Travel-N,NA,-1,No,NA,-129.369862834476,53.2293630392294,0.851731244649643,shore,8.32604636536252,1,1,7.19886666666667
2021-09-13 08:22:18,1713,Fin - North Shore (medium),330,2.1,2,Big Eyes,1,1,1,April Howeling,BigEyes,Blow,MarMam,Humpback,Travel-W,NA,-1,No,NA,-129.38854509471,53.2539639174689,2.19298647450825,horizon,9.66490578570552,1,1,7.3384
2021-09-13 09:10:44,1714,N/A,283,-0.1,0.65,Big Eyes,2,2,2,Janie Wray,BigEyes,Body,MarMam,Humpback,Milling,NA,-1,Can't check now,NA,-129.433214051928,53.2453311868819,4.17892452122294,shore,9.50797820256229,1,1,7.96786666666667
2021-09-13 13:02:21,1716,N/A,181,-0.1,17,Big Eyes,6,6,6,Janie Wray,BigEyes,Blow,MarMam,Humpback,BubbleNet,NA,-1,Definitely,NA,-129.372199173489,53.2329268732126,0.442239509766894,horizon,10.2253821124195,1,1,8.2142
2021-09-13 13:04:35,1717,N/A,160,-0.1,5.5,Big Eyes,1,1,1,Janie Wray,BigEyes,Blow,MarMam,Humpback,Travel-N,NA,-1,No,NA,-129.366412428574,53.2275747603658,1.10440125388315,shore,5.09683173537517,1,1,8.19691666666667
2021-09-13 18:01:28,1718,N/A,105,0.1,15,Binocs,1,1,1,April Howeling,Eye,Body,MarMam,Other,Active,NA,-1,No,NA,-129.370983284359,53.2367235857841,0.07585493764491,shore,4.54786556693974,1,1,5.6724
2021-09-13 19:16:55,1719,N/A,218,3.8,2.4,Binocs,3,3,4,Chenoah Shine,Eye,Body,MarMam,Dall's porpoise,Active,NA,-1,No,NA,-129.376625972094,53.2334199768678,0.491471324837275,horizon,9.04226416528003,1,1,6.42333333333333
