Date,SitNum,Landmark,Bearing,Zone,Reticle,How.Measured,Min,Best,Max,Observer,How.Seen,Cue,Class,Species,Behavior,Demo,Calves,Acoustic,Comment,X,Y,KM,Boundary,Boundary.KM,Effort.Obs,Eff.Scan,Eye.Height
2021-09-01 07:05:03,1533,CMP - Penders (medium),197,3.8,8,Big Eyes,1,1,1,Chenoah Shine,BigEyes,Body,MarMam,Elephant seal,Resting,NA,-1,No,NA,-129.375683156306,53.2298527563853,0.820122260305394,horizon,9.95893810181542,0,1,7.7917
2021-09-01 07:06:23,1534,CMP - Bangarangs (medium),356,2.5,12,Big Eyes,1,1,1,Chenoah Shine,BigEyes,Body,MarMam,Harbour seal,Milling,NA,-1,No,NA,-129.372680575173,53.242012112583,0.570320153165162,shore,6.66088492605836,0,1,7.7837
2021-09-01 07:12:21,1535,Farrant Shore (medium),343,0.2,9.5,Binocs,1,1,2,Chenoah Shine,BigEyes,Body,MarMam,Stellar's sea lion,Travel-S,NA,-1,No,NA,-129.372792345501,53.2382880471699,0.161535335953993,shore,6.79484966896669,0,1,7.7469
2021-09-01 08:17:36,1536,N/A,244,7.6,2.2,Big Eyes,1,1,1,Chenoah Shine,BigEyes,Body,MarMam,Elephant seal,Resting,NA,-1,No,NA,-129.40017643072,53.2286959837101,2.08194243289809,horizon,9.71757519518362,1,1,7.4186
2021-09-01 13:04:58,1537,N/A,181,0.5,5.5,Binocs,1,1,1,Chenoah Shine,BigEyes,Blow,MarMam,Humpback,Robust,NA,-1,Definitely,NA,-129.372156230267,53.2343993314175,0.278343610202162,horizon,10.02086345459,1,1,7.8889
2021-09-01 13:15:46,1539,N/A,234,0.4,6.5,Binocs,3,4,6,Chenoah Shine,BigEyes,Body,MarMam,Dall's porpoise,Milling,NA,-1,No,NA,-129.374979318461,53.2356406563114,0.238436344342873,shore,9.18318462277412,1,1,7.92306666666667
2021-09-01 17:14:07,1540,CMP - Southern Peaks (far),170,15,0.3,Big Eyes,1,1,1,April Howeling,BigEyes,Blow,MarMam,Humpback,Travel-W,NA,-1,No,NA,-129.35875480516,53.191658259119,5.11257502576805,shore,8.32282192354532,1,1,7.3193
2021-09-01 17:20:50,1541,CMP - Penders (far),42,-0.1,3.25,Can't,1,1,1,April Howeling,BigEyes,Blow,MarMam,Humpback,Travel-S,NA,-1,No,NA,NA,NA,NA,NA,NA,1,1,7.28016666666667
2021-09-01 18:11:57,1543,Farrant Shore (medium),335,8,9,Big Eyes,4,5,6,April Howeling,BigEyes,Body,MarMam,Dall's porpoise,Active,NA,-1,No,NA,-129.376316972737,53.2423338612309,0.667264159641814,horizon,9.41059992915983,1,1,6.9573
2021-09-01 19:06:27,1545,CMP - Bangarangs (far),210,-0.1,0.5,Big Eyes,1,1,1,April Howeling,BigEyes,Blow,MarMam,Humpback,Travel-N,NA,-1,No,NA,-129.402779682557,53.2050747814373,4.08927179209319,horizon,9.19087136247055,1,1,6.6362
