Date,SitNum,Landmark,Bearing,Zone,Reticle,How.Measured,Min,Best,Max,Observer,How.Seen,Cue,Class,Species,Behavior,Demo,Calves,Acoustic,Comment,X,Y,KM,Boundary,Boundary.KM,Effort.Obs,Eff.Scan,Eye.Height
2021-09-10 07:06:51,1655,Pitt - Union Pass (medium),312,5.6,2,Big Eyes,4,4,5,Chenoah Shine,BigEyes,Blow,MarMam,Humpback,Milling,NA,-1,Can't check now,NA,-129.400284116571,53.2520940577276,2.52765032138939,shore,9.08131254481505,1,1,8.80845
2021-09-10 07:08:32,1656,Gil Mtn (medium),153,2.6,9.5,Big Eyes,2,2,2,Chenoah Shine,BigEyes,Heard,MarMam,Humpback,Travel-W,NA,-1,Can't check now,NA,-129.367169916234,53.2311284533856,0.720879533285011,shore,3.48402144432044,1,1,8.83293333333333
2021-09-10 07:11:11,1657,S Squally (far),159,11.7,0.01,Big Eyes,2,2,2,Chenoah Shine,BigEyes,Blow,MarMam,Baleen spp.,Active,NA,-1,Can't check now,NA,-129.349134405907,53.2011166596474,4.26541600405081,shore,4.29003182006793,1,1,8.87138333333333
2021-09-10 07:12:54,1658,S Squally (far),161,5.4,2,Big Eyes,2,2,2,Chenoah Shine,BigEyes,Blow,MarMam,Humpback,Travel-N,NA,-1,Can't check now,NA,-129.360937421522,53.2175257943363,2.28034819431658,shore,5.36275494378888,1,1,8.8955
2021-09-10 07:14:34,1659,S Squally (far),183,2.6,5,Big Eyes,1,1,1,Chenoah Shine,BigEyes,Body,MarMam,Humpback,Sleeping,NA,-1,Can't check now,NA,-129.373150338897,53.2247141881482,1.35802843681216,horizon,10.6549974106616,1,1,8.91893333333333
2021-09-10 08:02:11,1660,S Squally (far),155,0.8,1.5,Binocs,6,6,6,April Howeling,Eye,BubbleNet,MarMam,Humpback,Feeding,NA,-1,Definitely,NA,-129.366276636948,53.2294469832133,0.915181305975736,shore,3.65941910697424,1,1,9.17746666666667
2021-09-10 08:02:54,1661,Pitt - Twartz (medium),330,3,3,Binocs,4,4,4,April Howeling,Eye,BubbleNet,MarMam,Humpback,Feeding,NA,-1,Definitely,NA,-129.376321694482,53.2412936390357,0.564625053554078,horizon,10.811697935488,1,1,9.1832
2021-09-10 09:05:06,1662,Pitt - Twartz (far),295,-0.1,2,Big Eyes,3,3,3,April Howeling,BigEyes,Blow,MarMam,Humpback,Travel-W,NA,-1,No,NA,-129.408665571168,53.2471040992391,2.68858462012788,shore,9.49587767053535,1,1,9.5067
2021-09-10 09:07:19,1663,Pitt - Twartz (far),290,7.1,3.5,Big Eyes,1,1,1,April Howeling,BigEyes,Blow,MarMam,Humpback,Travel-S,NA,-1,No,NA,-129.398364119802,53.2426220974374,1.86286702993249,shore,9.36179438909501,1,1,9.50995
2021-09-10 12:14:15,1667,CMP - Southern Peaks (far),175,7.4,2,Binocs,2,2,2,April Howeling,Binocs,Body,MarMam,Dall's porpoise,Active,NA,-1,No,NA,-129.371243200413,53.2311528965503,0.642042145335168,horizon,9.56368879918897,1,1,7.1855
2021-09-10 12:17:37,1668,CMP - Southern Peaks (far),185,9.9,0.5,Binocs,1,1,1,April Howeling,Binocs,Body,MarMam,Humpback,Travel-N,NA,-1,No,NA,-129.374546108902,53.220051959641,1.88219010533387,horizon,9.51977691531293,1,1,7.11966666666667
2021-09-10 12:20:52,1669,Pitt - MtNicklBunk (far),245,7,2,Binocs,1,1,1,April Howeling,Binocs,Body,MarMam,Dall's porpoise,Travel-N,NA,-1,No,NA,-129.380664675898,53.2345047263226,0.630681348046356,horizon,9.47304167435914,1,1,7.04993333333333
2021-09-10 13:03:41,1670,Pitt - Mt Hulke (far),290,15,2,Big Eyes,7,7,7,April Howeling,BigEyes,BubbleNet,MarMam,Humpback,Travel-W,NA,-1,No,NA,-129.399131723804,53.2427891402034,1.91727720950116,horizon,8.90372728148543,1,1,6.22801666666667
2021-09-10 13:09:26,1671,Pitt - Twartz (far),320,11,0.5,Big Eyes,1,1,1,April Howeling,BigEyes,Body,MarMam,Dall's porpoise,Travel-S,NA,-1,No,NA,-129.409413913976,53.2635211133095,3.86835573794924,horizon,8.83023919047941,1,1,6.12563333333333
2021-09-10 13:15:40,1672,CMP - Bangarangs (far),210,11,0.5,Binocs,1,1,1,April Howeling,BigEyes,Body,MarMam,Humpback,Travel-N,NA,-1,Can't check now,NA,-129.38435566248,53.2241772759005,1.63488400447494,horizon,8.75304464854642,1,1,6.019
2021-09-10 14:12:16,1674,CMP - Bangarangs (medium),223,3.7,1,Binocs,1,1,1,Chenoah Shine,Binocs,Blow,MarMam,Humpback,Travel-N,NA,-1,No,NA,-129.381363604158,53.2309433454402,0.906374446513294,horizon,8.40177904636309,1,1,5.5456
2021-09-10 14:16:20,1675,Pitt - Twartz (medium),291,10,0.01,Big Eyes,4,5,6,Chenoah Shine,BigEyes,Blow,MarMam,Humpback,BubbleNet,NA,-1,Definitely,NA,-129.475840400622,53.260692655992,7.40277796012174,horizon,8.3735013244447,1,1,5.50833333333333
2021-09-10 17:24:06,1676,CMP - Bangarangs (far),230,8,2,Binocs,1,1,1,Chenoah Shine,Eye,Splash,MarMam,Humpback,Robust,NA,-1,No,NA,-129.378864146957,53.2334944143541,0.589601729781195,horizon,9.13913603904758,1,1,6.5617
2021-09-10 18:14:49,1677,N/A,175,7,1.5,Binocs,1,1,1,April Howeling,Eye,Blow,MarMam,Humpback,Travel-N,NA,-1,No,NA,-129.37100245585,53.2295059670087,0.826030042296022,horizon,9.58974031485042,1,1,7.2247
