Date,SitNum,Landmark,Bearing,Zone,Reticle,How.Measured,Min,Best,Max,Observer,How.Seen,Cue,Class,Species,Behavior,Demo,Calves,Acoustic,Comment,X,Y,KM,Boundary,Boundary.KM,Effort.Obs,Eff.Scan,Eye.Height
2021-09-07 12:19:04,1603,N/A,155,9,0.5,Binocs,1,1,1,April Howeling,Eye,Blow,MarMam,Humpback,Travel-N,NA,-1,No,NA,-129.363310358244,53.2256395714777,1.38269299229879,shore,3.66463698095832,1,1,5.80446666666667
2021-09-07 14:16:09,1604,CMP - Southern Peaks (medium),184,11.4,9,Big Eyes,1,1,1,Chenoah Shine,Eye,Blow,MarMam,Humpback,Travel-N,NA,-1,Can't check now,NA,-129.372674480727,53.23184004719,0.56450074956358,horizon,8.60642963222686,1,1,5.81905
2021-09-07 17:04:21,1605,CMP - Penders (medium),188,2.7,3.5,Big Eyes,1,1,1,Chenoah Shine,Eye,Blow,MarMam,Humpback,Travel-W,NA,-1,Definitely,NA,-129.375597527457,53.2219342445478,1.68191228111711,horizon,10.3382882478345,1,1,8.3966
2021-09-07 17:08:03,1606,Pitt - Mt NicklBunk (close),260,10.6,0.2,Big Eyes,1,1,1,Chenoah Shine,Eye,Blow,MarMam,Humpback,Travel-S,NA,-1,Possibly,NA,-129.460681435563,53.2275171331609,5.99241369821894,shore,8.06064900301989,1,1,8.46565
2021-09-07 17:09:42,1607,Otter (far),235,11.9,0.1,Big Eyes,1,1,1,Chenoah Shine,Eye,Blow,MarMam,Humpback,Travel-S,NA,-1,Possibly,NA,-129.460331012037,53.199884633809,7.17575543137063,shore,9.14124583171972,1,1,8.4906
2021-09-07 17:12:00,1608,Pitt - McReight Pt (close),263,4.1,1.4,Binocs,2,4,7,Chenoah Shine,Eye,Body,MarMam,Dall's porpoise,Travel-S,NA,-1,No,NA,-129.387130952349,53.2357932380185,1.00982660723103,shore,7.80135737033941,1,1,8.527
2021-09-07 17:13:04,1609,Otter (far),235,10,1.4,Big Eyes,2,3,5,Chenoah Shine,BigEyes,Body,MarMam,Dall's porpoise,Milling,NA,-1,No,NA,-129.409400834341,53.2212551564907,3.03443040145364,shore,9.11598393141228,1,1,8.54106666666667
2021-09-07 17:16:09,1610,CMP - Penders (far),174,13.6,0.01,Big Eyes,1,1,1,Chenoah Shine,BigEyes,Blow,MarMam,Baleen spp.,Milling,NA,-1,Can't check now,NA,-129.357387717237,53.1532162317506,9.36442621608779,horizon,10.4562153904484,1,1,8.58925
2021-09-07 18:14:02,1611,Pitt - Mt NicklBunk (medium),265,6,3,Binocs,1,1,1,April Howeling,Eye,Body,MarMam,Dall's porpoise,Active,NA,-1,No,NA,-129.380370514559,53.2364657721598,0.554106352954571,shore,7.76929326297719,1,1,9.05533333333333
2021-09-07 18:16:53,1612,Pitt - Mt NicklBunk (medium),228,10,0.55,Binocs,1,1,1,April Howeling,Binocs,Blow,MarMam,Humpback,Active,NA,-1,No,NA,-129.396166100843,53.223919381107,2.15855095439804,shore,9.58898215106653,1,1,9.0866
2021-09-07 18:22:48,1613,S Squally (far),165,8.5,2,Big Eyes,1,1,1,April Howeling,Eye,Body,MarMam,Humpback,Active,NA,-1,No,NA,-129.36262377064,53.2157702393074,2.43445684826627,shore,6.30045279238194,1,1,9.14
2021-09-07 19:08:40,1614,Pitt - MtNicklBunk (far),256,9.5,0.5,Big Eyes,1,1,1,April Howeling,BigEyes,Blow,MarMam,Humpback,Active,NA,-1,No,NA,-129.445672823434,53.2258959713134,5.05173512557206,shore,8.85061398900382,1,1,9.39733333333333
2021-09-07 19:16:59,1615,CMP - Penders (far),193,9,0.3,Binocs,1,1,1,April Howeling,BigEyes,Blow,MarMam,Humpback,Travel-E,NA,-1,No,NA,-129.382946842454,53.2087366188946,3.21671231764558,horizon,10.9507397159919,1,0,9.42091666666667
