Date,SitNum,Landmark,Bearing,Zone,Reticle,How.Measured,Min,Best,Max,Observer,How.Seen,Cue,Class,Species,Behavior,Demo,Calves,Acoustic,Comment,X,Y,KM,Boundary,Boundary.KM,Effort.Obs,Eff.Scan,Eye.Height
2021-07-08 07:09:21,211,CMP - Southern Peaks (close),184.15,5.4,-3.74,,1,1,1,Chenoah Shine,SpotBox,Body,MarMam,Harbour seal,Active,2021-07-08 07:08:24,-1,No,NA,NA,NA,NA,NA,NA,1,1,9.8642
2021-07-08 07:19:49,213,Pitt - Mt NicklBunk (medium),360,4.4,-3.38,,5,7,10,Chenoah Shine,SpotBox,Body,MarMam,Harbour seal,Active,2021-07-08 07:18:24,-1,No,NA,NA,NA,NA,NA,NA,1,1,9.79883333333333
2021-07-08 08:06:10,215,CMP - Penders (medium),219.75,3.2,0.24,,1,2,4,Chenoah Shine,SpotBox,Body,MarMam,Dall's porpoise,Active,2021-07-08 08:04:49,-1,No,NA,NA,NA,NA,NA,NA,1,1,9.394
2021-07-08 08:09:08,217,Pitt - Cherry Islets (medium),317.76,9.4,-1.04,,3,4,6,Chenoah Shine,SpotBox,Body,MarMam,Dall's porpoise,Active,2021-07-08 08:08:36,-1,No,NA,NA,NA,NA,NA,NA,1,1,9.36226666666666
2021-07-08 08:17:59,218,CMP - Southern Peaks (close),183.94,-0.1,-3.25,,2,2,2,Chenoah Shine,SpotBox,Body,MarMam,Harbour seal,Active,2021-07-08 08:17:01,-1,No,NA,NA,NA,NA,NA,NA,1,1,9.26218333333333
2021-07-08 09:05:20,220,Pitt - Cherry Islets (medium),318.62,10.4,-0.97,,3,5,7,Chenoah Shine,SpotBox,Body,MarMam,Dall's porpoise,Active,2021-07-08 09:04:31,-1,No,NA,NA,NA,NA,NA,NA,1,1,8.66066666666667
2021-07-08 16:53:02,228,N/A,78.23,-0.1,1.22,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:52:53,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.56723333333333
2021-07-08 16:54:41,229,N/A,87.76,-0.1,1.07,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:54:39,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.57878333333333
2021-07-08 16:55:13,230,N/A,96.55,-0.1,0.73,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:55:10,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.58251666666667
2021-07-08 16:55:44,231,N/A,105.66,-0.1,-0.17,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:55:42,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.58613333333333
2021-07-08 16:56:24,232,N/A,113.39,-0.1,-0.91,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:56:23,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.5912
2021-07-08 16:56:52,233,N/A,121.76,-0.1,-2.6,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:56:50,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.59493333333333
2021-07-08 16:57:19,234,N/A,130.03,-0.1,-4.26,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:57:17,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.5979
2021-07-08 16:57:51,235,N/A,138.55,-0.1,-5.97,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:57:49,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.6011
2021-07-08 16:58:15,236,N/A,147.04,-0.1,-7.53,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:58:13,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.60325
2021-07-08 16:58:41,237,N/A,155.85,-0.1,-8.64,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:58:38,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.60541666666667
2021-07-08 16:59:06,238,N/A,164.87,-0.1,-9.35,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:59:04,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.6077
2021-07-08 16:59:30,239,N/A,174.81,-0.1,-9.63,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:59:29,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.6105
2021-07-08 16:59:56,240,N/A,184.21,-0.1,-9.3,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 16:59:54,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.61353333333333
2021-07-08 17:00:29,241,N/A,194.45,-0.1,-8.26,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 17:00:24,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.61641666666667
2021-07-08 17:00:57,242,N/A,206.67,-0.1,-6.87,No answer,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-08 17:00:53,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.61875
