Date,SitNum,Landmark,Bearing,Zone,Reticle,How.Measured,Min,Best,Max,Observer,How.Seen,Cue,Class,Species,Behavior,Demo,Calves,Acoustic,Comment,X,Y,KM,Boundary,Boundary.KM,Effort.Obs,Eff.Scan,Eye.Height
2021-07-13 08:04:59,431,Fin-Keld Point (close),156,0.5,12,Big Eyes,1,1,1,Janie Wray,BigEyes,Body,MarMam,Harbour seal,Hauled out,NA,-1,No,NA,-129.368041364047,53.23146647643,0.661919082401638,shore,3.93987547585922,1,1,9.75273333333333
2021-07-13 08:16:32,432,Fin-Keld Point (close),142,-0.1,22,Big Eyes,2,2,2,Janie Wray,BigEyes,Body,MarMam,Harbour seal,Milling,NA,-1,No,NA,-129.368475555432,53.2341362146793,0.390321591710326,shore,3.26098676134505,1,1,9.85706666666667
2021-07-13 12:00:13,434,Pitt - Twartz (close),335,1.1,6,Big Eyes,1,1,1,Janie Wray,BigEyes,Body,MarMam,Stellar's sea lion,Milling,NA,-1,No,NA,-129.37939259898,53.24628129149,1.15200998104017,horizon,10.5320960275327,1,1,8.71436666666667
2021-07-13 12:15:39,435,Otter (close),200,-0.1,0.01,Big Eyes,7,7,7,Janie Wray,BigEyes,Body,MarMam,Dall's porpoise,Feeding,NA,1,No,NA,-129.419782178874,53.1584550840705,9.28935079768988,horizon,10.3767546726659,1,1,8.4592
2021-07-13 18:39:17,441,N/A,-52.38,-0.1,1.07,,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-13 18:39:15,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,7.9947
2021-07-13 18:39:50,442,N/A,-53.89,-0.1,0.88,,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-13 18:39:48,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,7.998
2021-07-13 18:41:04,443,N/A,-46.26,-0.1,0.63,,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-13 18:41:03,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.01946666666667
2021-07-13 18:41:32,444,N/A,-44.23,-0.1,0.47,,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-13 18:41:30,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.02273333333333
2021-07-13 18:41:49,445,N/A,-44.29,-0.1,0.44,,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-13 18:41:47,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.02471666666667
2021-07-13 18:42:18,446,N/A,-44.35,-0.1,0.43,,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-13 18:42:17,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.0314
2021-07-13 18:42:35,447,N/A,-43.74,-0.1,0.41,,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-13 18:42:31,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.0365
2021-07-13 18:43:06,448,N/A,-51.15,-0.1,0.77,,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-13 18:43:04,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.0446
2021-07-13 18:43:27,449,N/A,-50.74,-0.1,0.77,,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-13 18:43:26,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.0467
2021-07-13 18:43:54,450,N/A,-61.13,-0.1,0.87,,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-13 18:43:52,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.0494
2021-07-13 18:44:18,451,N/A,-71.01,-0.1,0.51,,1,1,1,Eric Keen,BigEyes,Blow,MarMam,Humpback,Active,2021-07-13 18:44:17,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,0,8.0551
2021-07-13 19:12:37,452,N/A,355,0.4,40,Binocs,1,1,1,Grace Baer,Eye,Body,MarMam,Harbour seal,Active,NA,0,No,NA,-129.372134743778,53.2372519256033,0.0393156647554366,shore,6.65373703896144,1,1,7.82548333333333
2021-07-13 21:04:51,453,N/A,-44.43,-0.1,1.67,Binocs,1,1,1,Grace Baer,Eye,Body,MarMam,Harbour seal,Active,2021-07-13 21:04:49,0,No,NA,-129.381418174877,53.2425989143962,0.888210835860641,shore,9.14993238869437,1,0,8.63825
2021-07-13 21:05:34,454,N/A,-51.55,-0.1,1.89,Binocs,1,1,1,Grace Baer,Eye,Body,MarMam,Harbour seal,Active,2021-07-13 21:05:32,0,No,NA,-129.38148052343,53.2413654016552,0.799250212190127,shore,8.9424223516766,1,0,8.63956666666667
2021-07-13 21:05:57,455,N/A,-61.93,-0.1,1.95,Binocs,1,1,1,Grace Baer,Eye,Body,MarMam,Harbour seal,Active,2021-07-13 21:05:56,0,No,NA,-129.382410923016,53.2401958291924,0.779608845576509,horizon,10.4870300436103,1,0,8.63995
2021-07-13 21:06:22,456,N/A,-71.57,-0.1,1.4,Binocs,1,1,1,Grace Baer,Eye,Body,MarMam,Harbour seal,Active,2021-07-13 21:06:20,0,No,NA,-129.386749434878,53.2398241894732,1.02969994265055,shore,9.55631280754129,1,0,8.64073333333333
2021-07-13 21:06:48,457,N/A,-80.69,-0.1,0.43,Binocs,1,1,1,Grace Baer,Eye,Body,MarMam,Harbour seal,Active,2021-07-13 21:06:46,0,No,NA,-129.40796060309,53.2404147750637,2.42162729569573,shore,9.0870092283726,1,0,8.6416
2021-07-13 21:07:09,458,N/A,-89.61,-0.1,-0.86,Binocs,1,1,1,Grace Baer,Eye,Body,MarMam,Harbour seal,Active,2021-07-13 21:07:07,0,No,NA,-128.955945638333,53.2344801427675,-27.718734998696,shore,8.19471527616423,1,0,8.642
2021-07-13 21:07:35,459,N/A,-98.75,-0.1,-2.29,Binocs,1,1,1,Grace Baer,Eye,Body,MarMam,Harbour seal,Active,2021-07-13 21:07:34,0,No,NA,-127.604088582944,53.3866165639816,-119.137986866201,shore,7.82771317665322,1,0,8.642
2021-07-13 21:07:55,460,N/A,-107.82,-0.1,-3.73,Binocs,1,1,1,Grace Baer,Eye,Body,MarMam,Harbour seal,Active,2021-07-13 21:07:54,0,No,NA,-126.378100004844,53.7746812721701,-209.416688005916,shore,8.90926275465245,1,0,8.642
2021-07-13 21:08:17,461,N/A,-116.75,-0.1,-4.98,Binocs,1,1,1,Grace Baer,Eye,Body,MarMam,Harbour seal,Active,2021-07-13 21:08:16,0,No,NA,-125.518604180752,54.334820758104,-287.316171785857,horizon,10.4893056384854,1,0,8.6437
