Date,SitNum,Landmark,Bearing,Zone,Reticle,How.Measured,Min,Best,Max,Observer,How.Seen,Cue,Class,Species,Behavior,Demo,Calves,Acoustic,Comment,X,Y,KM,Boundary,Boundary.KM,Effort.Obs,Eff.Scan,Eye.Height
2021-08-08 08:05:28,1039,CMP - Bangarangs (far),185,-0.1,6,Big Eyes,6,6,6,Janie Wray,BigEyes,Body,MarMam,Dall's porpoise,Active,NA,-1,No,NA,-129.373789579874,53.2252273693487,1.30401634879119,horizon,11.283783817703,1,1,10.0026666666667
2021-08-08 08:08:12,1040,CMP - Bangarangs (far),187,-0.1,20,Big Eyes,1,1,1,Janie Wray,BigEyes,Blow,MarMam,Fin,Active,NA,-1,Can't check now,NA,-129.37292358808,53.232804050846,0.459264107286242,horizon,11.2731372773119,1,1,9.9838
2021-08-08 09:05:52,1042,Otter (medium),233,6.7,1,Big Eyes,1,1,1,Chenoah Shine,BigEyes,Body,MarMam,Humpback,Travel-W,NA,-1,Can't check now,NA,-129.418351380817,53.216023776002,3.85888309444772,shore,9.24591718357767,1,1,9.42613333333333
2021-08-08 12:04:37,1045,Pitt - Union Pass (far),319,7.8,0.3,Big Eyes,1,1,1,Chenoah Shine,BigEyes,Body,MarMam,Humpback,Travel-E,NA,-1,Can't check now,NA,-129.420165410682,53.2699950639277,4.8816807237533,horizon,9.19929267020569,1,1,6.64836666666667
2021-08-08 17:03:25,1057,CMP - Penders (medium),33,10.2,0.15,Can't,1,1,1,Chenoah Shine,BigEyes,Blow,MarMam,Humpback,Travel-N,NA,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,1,8.19058333333333
2021-08-08 17:21:30,1059,Pitt - Twartz (close),315,4.4,1,Binocs,1,1,1,Chenoah Shine,BigEyes,Blow,MarMam,Baleen spp.,Active,NA,-1,Can't check now,NA,-129.385975125997,53.2452135582779,1.30858851686441,shore,9.11456554663183,1,1,8.3775
2021-08-08 19:03:06,1062,Fin - North Shore (medium),356,1,0.01,No answer,1,1,1,Grace Baer,BigEyes,Body,MarMam,Harbour seal,Hauled out,NA,0,No,NA,NA,NA,NA,NA,NA,1,1,8.7291
2021-08-08 19:05:42,1063,Pitt - Mt Dory (medium),302,-0.1,5,Big Eyes,1,1,1,Grace Baer,Binocs,Blow,MarMam,Humpback,Active,NA,0,No,NA,-129.38904756359,53.2432432464431,1.33242661366554,shore,10.1290355786034,1,1,8.7317
2021-08-08 19:18:15,1064,Otter (far),236,-0.1,0.6,Big Eyes,1,1,1,Grace Baer,Binocs,Blow,MarMam,Baleen spp.,Active,NA,0,No,NA,-129.428826130442,53.2139795372424,4.55895726661885,shore,9.11449746509396,1,1,8.73725
2021-08-08 19:19:46,1065,Pitt - Mt Hulke (far),275,-0.1,0.6,Big Eyes,2,2,2,Grace Baer,Binocs,Blow,MarMam,Humpback,Active,NA,-1,No,NA,-129.438512624156,53.2403599486175,4.44164985565722,shore,8.07973216725766,1,1,8.738
