Date,SitNum,Landmark,Bearing,Zone,Reticle,How.Measured,Min,Best,Max,Observer,How.Seen,Cue,Class,Species,Behavior,Demo,Calves,Acoustic,Comment,X,Y,KM,Boundary,Boundary.KM,Effort.Obs,Eff.Scan,Eye.Height
2021-08-09 07:19:47,1066,N/A,190,0.2,40,Big Eyes,1,1,1,Janie Wray,BigEyes,Body,MarMam,Stellar's sea lion,Travel-E,NA,-1,No,NA,-129.372725280194,53.2347209208574,0.246252230473921,horizon,11.4470757742039,1,1,10.2942666666667
2021-08-09 13:14:51,1068,CMP - Bangarangs (far),221,-0.1,0.2,Big Eyes,1,1,1,Grace Baer,BigEyes,Blow,MarMam,Humpback,Active,NA,-1,No,NA,-129.422302934304,53.2023130168322,5.09869922148636,horizon,8.70152217595294,1,1,5.94835
2021-08-09 13:18:41,1070,Pitt - Cherry Islets (far),239,-0.1,0.15,Big Eyes,1,1,1,Grace Baer,BigEyes,Blow,MarMam,Humpback,Active,NA,-1,No,NA,-129.442266269915,53.2116402251673,5.45374546411619,horizon,8.68068826138533,1,1,5.9199
2021-08-09 17:19:08,1073,CMP - Ferrybough Pt (medium),200,10.4,0.45,Big Eyes,1,1,2,Chenoah Shine,BigEyes,Blow,MarMam,Baleen spp.,Active,NA,-1,Can't check now,NA,-129.397003745327,53.1959185549932,4.85325282369164,horizon,10.1258079609354,1,1,8.055
2021-08-09 18:17:43,1075,Pitt - McReight Pt (medium),246,7,0.8,Big Eyes,3,3,3,Chenoah Shine,BigEyes,Blow,MarMam,Humpback,Active,NA,-1,Possibly,NA,-129.428138523505,53.2219496650299,4.08709431641873,horizon,9.5,1,1,8.72488333333333
2021-08-09 18:19:06,1076,CMP - Ferrybough Pt (medium),226,8.4,0.15,Big Eyes,1,1,1,Chenoah Shine,BigEyes,Blow,MarMam,Humpback,Travel-S,NA,-1,Possibly,NA,-129.446309747942,53.1939761510253,6.87311046834876,shore,9.80228226891941,1,1,8.7429
