Date,SitNum,Landmark,Bearing,Zone,Reticle,How.Measured,Min,Best,Max,Observer,How.Seen,Cue,Class,Species,Behavior,Demo,Calves,Acoustic,Comment,X,Y,KM,Boundary,Boundary.KM,Effort.Obs,Eff.Scan,Eye.Height
2021-08-26 08:06:53,1417,N/A,304,-0.1,0.55,Big Eyes,4,4,4,Janie Wray,BigEyes,Blow,MarMam,Humpback,Active,NA,-1,Can't check now,NA,-129.433026411131,53.2614870952037,4.89642539579587,shore,9.53018481350713,1,1,9.20471666666667
2021-08-26 08:09:09,1418,N/A,291,-0.1,1,Big Eyes,3,3,3,Janie Wray,BigEyes,Blow,MarMam,Humpback,Milling,NA,-1,Can't check now,NA,-129.425405646628,53.2491386732549,3.80440069693728,shore,9.2483984329402,1,1,9.2272
2021-08-26 08:19:39,1419,N/A,150,13.5,0.65,Big Eyes,2,2,2,Janie Wray,BigEyes,Blow,MarMam,Baleen spp.,Milling,NA,-1,Can't check now,NA,-129.351835055112,53.21590802553,2.69740499681068,shore,3.38801405837752,1,1,9.31955
2021-08-26 09:16:05,1420,N/A,294,0.1,22,Big Eyes,1,1,1,Chenoah Shine,BigEyes,Body,MarMam,Humpback,Travel-S,NA,-1,Possibly,NA,-129.377664610882,53.2383871373733,0.406944163502043,shore,9.43341075205421,1,1,9.65991666666667
2021-08-26 12:22:22,1421,S Squally (close),163,0.5,15,Big Eyes,1,1,1,Grace Baer,Eye,Blow,MarMam,Humpback,Travel-N,NA,0,No,NA,-129.370086926273,53.2329918207346,0.454815523581568,shore,5.96716742234287,1,1,7.59913333333333
2021-08-26 13:17:11,1423,Pitt - Mt Hulke (medium),284,-0.1,0.2,Big Eyes,3,3,3,Grace Baer,BigEyes,Blow,MarMam,Fin,Other,NA,0,Can't check now,NA,-129.452198978039,53.248828374313,5.49973900089104,horizon,9.24157105250371,1,1,6.70961666666667
2021-08-26 13:19:25,1425,Pitt - Mt Hulke (medium),284,-0.1,0.2,Big Eyes,1,1,1,Grace Baer,BigEyes,Body,MarMam,Humpback,Other,NA,-1,Can't check now,NA,-129.451960196855,53.2487929022013,5.4833472821326,horizon,9.21959898420162,1,1,6.67775
2021-08-26 14:01:28,1426,Pitt - Mt Dory (medium),311,-0.1,9,Big Eyes,1,1,1,Grace Baer,BigEyes,Body,MarMam,Humpback,Milling,NA,0,No,NA,-129.378756676975,53.240371804028,0.588971891532442,horizon,8.80336196115019,1,1,6.0884
2021-08-26 14:03:42,1427,Pitt - Mt Dory (medium),304,3.1,1.8,Big Eyes,3,4,5,Grace Baer,BigEyes,Blow,MarMam,Fin,Travel-N,NA,-1,Possibly,NA,-129.397054952883,53.2469784111356,2.00632757774464,horizon,8.78642838091839,1,1,6.065
2021-08-26 14:04:58,1428,Pitt - Mt Dory (far),311,8.9,0.2,Big Eyes,1,1,1,Grace Baer,BigEyes,Blow,MarMam,Humpback,Active,NA,-1,No,NA,-129.430482975084,53.267269599498,5.15417682005756,horizon,8.77654745719059,1,1,6.05136666666667
