Date,SitNum,Landmark,Bearing,Zone,Reticle,How.Measured,Min,Best,Max,Observer,How.Seen,Cue,Class,Species,Behavior,Demo,Calves,Acoustic,Comment,X,Y,KM,Boundary,Boundary.KM,Effort.Obs,Eff.Scan,Eye.Height
2021-08-16 07:11:09,1183,N/A,354,-0.1,11,No answer,2,2,2,Janie Wray,BigEyes,Blow,MarMam,Humpback,Travel-W,NA,-1,Can't check now,NA,NA,NA,NA,NA,NA,1,1,6.83515
2021-08-16 08:06:51,1186,N/A,261,-0.1,0.6,Big Eyes,1,2,3,Chenoah Shine,BigEyes,Body,MarMam,Dall's porpoise,Active,NA,-1,No,NA,-129.429786683828,53.2314161175937,3.89143769642102,shore,7.82453998742712,1,1,7.0371
2021-08-16 08:07:29,1187,N/A,274,-0.1,6,Big Eyes,1,1,1,Chenoah Shine,BigEyes,Body,MarMam,Harbour seal,Active,NA,-1,No,NA,-129.38627133939,53.2374929518512,0.947349796692227,shore,8.08518151071374,1,1,7.04041666666667
2021-08-16 08:17:22,1188,CMP - Penders (far),274,10.1,6,Big Eyes,5,6,8,Chenoah Shine,BigEyes,Blow,MarMam,Humpback,BubbleNet,NA,-1,Definitely,NA,-129.386349136367,53.2374961985276,0.952544379793339,shore,8.0627266585549,1,1,7.08446666666667
2021-08-16 09:07:21,1190,CMP - Bangarangs (far),208,12.6,0.01,Big Eyes,6,6,6,Janie Wray,BigEyes,BubbleNet,MarMam,Humpback,BubbleNet,NA,-1,Definitely,NA,-129.432769589313,53.1685743384472,8.6101380836759,horizon,9.65703332233241,1,1,7.32645
2021-08-16 12:23:52,1194,N/A,308,-0.1,0.1,Big Eyes,6,6,6,Janie Wray,BigEyes,Blow,MarMam,Humpback,BubbleNet,NA,-1,Can't check now,NA,-129.456580656253,53.2763815176528,7.14232624150229,shore,8.9346524909811,1,1,8.57373333333333
2021-08-16 13:14:46,1198,N/A,298,-0.1,0.01,Big Eyes,6,6,6,Janie Wray,BigEyes,Blow,MarMam,Humpback,BubbleNet,NA,-1,Can't check now,NA,-129.496050192896,53.2762858722049,9.35188977824805,horizon,10.4429479010638,1,1,8.56746666666667
2021-08-16 17:06:37,1200,N/A,294,-0.1,5,Big Eyes,1,1,1,Janie Wray,BigEyes,Body,MarMam,Elephant seal,Active,NA,-1,No,NA,-129.386236447884,53.2406705911577,1.03193336128963,horizon,9.136175862096,1,1,6.55745
2021-08-16 17:17:19,1203,N/A,184,-0.1,12,Big Eyes,1,1,1,Janie Wray,BigEyes,Blow,MarMam,Humpback,Travel-N,NA,-1,Can't check now,NA,-129.372588722731,53.2325740554255,0.48261301022663,horizon,9.06884274715512,1,1,6.46115
2021-08-16 18:14:47,1205,N/A,324,0.7,2.8,Big Eyes,1,1,1,Chenoah Shine,BigEyes,Body,MarMam,Harbour seal,Active,NA,-1,No,NA,-129.385321911601,53.2478049075722,1.50021163429906,horizon,8.81252674953979,1,1,6.10108333333333
2021-08-16 18:17:53,1206,N/A,201,7.3,1.5,Big Eyes,2,3,5,Chenoah Shine,BigEyes,Body,MarMam,Dall's porpoise,Active,NA,-1,No,NA,-129.384185146965,53.2180305980006,2.24932015155091,horizon,8.80277152296929,1,1,6.08758333333333
2021-08-16 18:20:58,1207,N/A,316,1.1,7.5,Big Eyes,2,4,6,Chenoah Shine,BigEyes,Body,MarMam,Dall's porpoise,Active,NA,-1,No,NA,-129.379260238966,53.2413478570936,0.688171611107094,horizon,8.7937413191798,1,1,6.0751
2021-08-16 19:05:55,1208,Fin-Keld Point (close),146,0.5,0.01,Big Eyes,1,1,1,Grace Baer,BigEyes,Body,MarMam,Harbour seal,Resting,NA,0,No,NA,-129.344895319444,53.2127723538333,3.23850129592408,shore,3.26032755639857,1,1,5.66708333333333
2021-08-16 19:07:11,1209,Gil Mtn (medium),155,-0.1,4.25,Big Eyes,1,1,1,Grace Baer,BigEyes,Body,MarMam,Elephant seal,Resting,NA,0,No,NA,-129.366100526861,53.2292209365125,0.942937808852599,shore,3.66383977257299,1,1,5.66781666666667
